I swear Sam Smith doesn't use any auto tune or nothing in the studio version. He has the voice of a mf Angel
His voice is heavenly sent!
Fucking hell his voice is incredible
The voice of an angel omg !!!❤️❤️
This means Sam doesn't use auto tune.....That's MY man.
he's so beautiful
I made a cover of this in SPANGLISH!!! Feel free to check. =)
Sounds exactly as the original this is why i love him
sounds sorta similar to wrecking ball in the beginning
Love it..  Such an amazing voice
"love this song,Its my favorite song ,I love your voice !!!!"
idc if you're gay but I'm in love with you 😍😂.
So perfect!!! I'm in love with this song.. You never desapoint me!!!
"*This song was absolutely amazing - I just made a cover of it on my channel, I'd appreciate anyone's feedback on it :) thanks :)*"
I legit have a alarm of him singing this song
New Sam looking like Mac miller
I’ve never been so in love 😢😍
Wow! Flawless perfermance! I just had to do a cover of this song! Check it out on my channel :)
You look different but all your songs are amazinggggg
i Love You sam \nim inlove with your voice and soul... you look so handsome :)
Leave everything and take advantage of this opportunity It is a chance for a week before you and the end of the offer Quickly register and get the currency of WCEX free one week and put the currency that will compete in the form of currency German has a great future Use the opportunity and register and do not forget to activate the subscription from your email and all collected from this currency WEXEX The shares will be charged monthly profits. Register and publish your referral link for each assignment you get on 50 WCEX                        \n and this is the site \n  https://wcex.co/?ref=HQSvIUd
I love this song so much...I love Sam Smiths voice
the best song ever recorded❤️😍
I love what he's wearing!😍😍😍
🌹 I love you my angel. 🌹
His voice is so beautiful omg he's such a good singer
his voice is so incredible.
When does his album come out???
this man is incredible
You are a real artist and do you know why? when you sing you make to vibrate soul and heart  ... greetings from Italy..Ele
Im love it  music
"Love your voice so much, keep doing what you're doing because is everything so fucking lit 🖤"
"I love you, your voice, your persona is just amazing.  Every time I listen to your songs tears run down my cheeks.Wow .💋❤💪"
"i love your sing,i love your way,i love you Sam"
His voice makes me question my sexuality 😂😂😂
I'm way to good at getting rejected by girls.
I love this song is marevolous
Simply superb singing.
Really very nice.
817 dislikes? whats wrong?
https://youtu.be/D8j6KonF4N0
Amazing :)
Damn
PERFECT ❤️❤️
I’m way to good at school
BAKURUS KAWAN
Wtf would not be able to tell the difference between this and the studio version
I'm happy I can listen to this.
What a hot guy with incredible voice
love it great place for this sumptuous song.
Shivers every time i listen to this!
you're really amazing. your voice is the best 😍😍😍😍
i love you sam smith^^
long time see you again Sam
👍
Damn dude looks different
❤
ЛОВЕ
❤️❤️❤️❤️
Wow! Perfect :))
That was fucking crazy💥💥💥💥
❤❤💔😔😔
😍😍😍😥😥😥😥💪
too good.
I love you! 💓
😍😍😍❤️❤️❤️blows my mind
Best of the best 👍👍👍
Amazing 👏🏻👏🏻👏🏻👏🏻
♥️ When Angels sing
Waaaaaah 😍😍😍
Ed never fail
I love yoouuu sam smithhhhh
❤💖❤👌
Great song 💖
TOO GOOD ~
Tf he sounds perfecttt
His voice ! 😍
